system   D            wsystem.c:583  maybe_parent_dir                 [   0.00090] Also searching C:\Users\Maroofshahani\Desktop\AllegroProj\
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.82379] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.82582] Glyph 4: 29x37 (32x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.82616] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.82622] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.82807] Glyph 83: 18x13 (20x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.82839] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.82845] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.83023] Glyph 9: 14x37 (16x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.83053] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.83058] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.83250] Glyph 16: 25x37 (28x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.83287] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.83293] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.83480] Glyph 19: 28x39 (28x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.83510] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.83516] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.83672] Glyph 38: 14x37 (16x40)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.83702] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.83708] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.84119] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.84126] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.84131] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.84136] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.84143] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.84149] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.84154] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.84159] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.84163] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   2.84168] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   2.84173] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   2.84179] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   2.84184] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   2.84475] Glyph 16: 14x21 (16x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.84507] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.84513] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.84976] Glyph 64: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.85009] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.85015] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.85251] Glyph 51: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.85291] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.85297] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.85498] Glyph 65: 11x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.85529] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.85535] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.85715] Glyph 46: 3x3 (4x4)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.85744] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.85750] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.85911] Glyph 5: 16x21 (16x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.85944] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.85950] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.86129] Glyph 49: 10x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.86158] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.86164] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.86344] Glyph 66: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.86373] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.86380] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.86546] Glyph 61: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.86579] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.86585] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.86782] Glyph 70: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.86815] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.86821] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.87010] Glyph 55: 8x18 (8x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.87040] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.87046] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.87227] Glyph 52: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.87260] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.87266] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.87436] Glyph 59: 11x13 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.87466] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.87472] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.87635] Glyph 54: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.87665] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.87671] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.87844] Glyph 19: 15x22 (16x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.87880] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.87885] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.88098] Glyph 60: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.88130] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.88138] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.88332] Glyph 38: 9x21 (12x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.88363] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.88370] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.88584] Glyph 54: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.88593] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.88599] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.88826] Glyph 47: 19x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.88857] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.88864] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.89038] Glyph 66: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.89068] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.89074] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.89224] Glyph 82: 14x12 (16x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.89259] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.89265] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.89427] Glyph 65: 19x25 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.89461] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.89467] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.89632] Glyph 69: 20x25 (20x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.89662] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.89668] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.89834] Glyph 64: 19x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.89887] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.89893] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.90079] Glyph 61: 18x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.90110] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.90116] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.90292] Glyph 60: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.90321] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.90327] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.90498] Glyph 53: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.90531] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.90537] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.90775] Glyph 51: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.90783] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.90789] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.90975] Glyph 67: 19x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.91004] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.91010] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.91189] Glyph 50: 19x23 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.91221] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.91227] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.91400] Glyph 52: 19x24 (20x24)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.91429] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.91435] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   2.91604] Glyph 73: 12x26 (12x28)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.91653] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.91660] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.91892] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.91898] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.91903] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.91908] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.91913] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.91917] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.91922] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.91926] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   2.91931] Fake format
